gsn,drugname,strength,dosetype, price 
049854,NITISINONE,5 MG,CAPSULE, $143.18 
049855,NITISINONE,10 MG,CAPSULE, $286.36 
049858,NORETHINDRONE AC/ETH ESTRADIOL,0.5MG-2.5,TABLET, $2.40 
049871,LEVALBUTEROL HCL,0.31MG/3ML,VIAL-NEB, $0.45 
049905,LAMIVUDINE,300 MG,TABLET, $2.36 
049917,AAS/FOLIC ACID/MV-MN/DIETARY 2,0.5 MG,CAPSULE, $0.08 
049962,AAS/FOLIC ACID/MV-MN/DIETARY 3,0.5 MG,CAPSULE, $0.08 
050001,BROMPHENIRAM/PHENYLEPHRINE/DM,2-5-10MG/5,LIQUID, $0.05 
050036,"AMINO AC/ACEMANNAN/MV,IRON,MIN",,TABLET, $0.08 
050100,SODIUM HYPOCHLORITE,0.25 %,SOLUTION, $0.04 
050101,SODIUM HYPOCHLORITE,0.5 %,SOLUTION, $0.04 
050102,ZIPRASIDONE MESYLATE,FNL 20MG/1,VIAL, $19.86 
050136,PAROXETINE HCL,25 MG,TAB ER 24H, $0.95 
050137,PAROXETINE HCL,12.5 MG,TAB ER 24H, $0.86 
050138,PAROXETINE HCL,37.5 MG,TAB ER 24H, $1.12 
050172,METHYLPHENIDATE HCL,27 MG,TAB ER 24, $0.50 
050210,GLATIRAMER ACETATE,20 MG/ML,SYRINGE, $66.62 
050239,LIDOCAINE HCL/EPINEPHRINE BIT,2 %-1:100K,CARTRIDGE, $0.23 
050256,VALSARTAN/HYDROCHLOROTHIAZIDE,160MG-25MG,TABLET, $0.23 
050288,OLMESARTAN MEDOXOMIL,5 MG,TABLET, $0.11 
050289,OLMESARTAN MEDOXOMIL,20 MG,TABLET, $0.08 
050290,OLMESARTAN MEDOXOMIL,40 MG,TABLET, $0.11 
050307,FULVESTRANT,250 MG/5ML,SYRINGE, $18.69 
050327,BLOOD-GLUCOSE CALIB. CONTROL,,COMBO. PKG, $4.55 
050364,RISEDRONATE SODIUM,35 MG,TABLET, $3.03 
050386,OLANZAPINE,10 MG,VIAL, $15.94 
050399,ALPRAZOLAM,0.5 MG,TAB ER 24H, $0.39 
050400,ALPRAZOLAM,1 MG,TAB ER 24H, $0.44 
050401,ALPRAZOLAM,2 MG,TAB ER 24H, $0.49 
050408,TREPROSTINIL SODIUM,1 MG/ML,VIAL, $60.40 
050409,TREPROSTINIL SODIUM,2.5 MG/ML,VIAL, $154.74 
050410,TREPROSTINIL SODIUM,5 MG/ML,VIAL, $303.42 
050411,TREPROSTINIL SODIUM,10 MG/ML,VIAL, $612.02 
050417,TRETINOIN MICROSPHERES,0.04 %,GEL (GRAM), $7.23 
050429,DEXTROAMPHETAMINE/AMPHETAMINE,15 MG,CAP ER 24H, $0.48 
050442,VORICONAZOLE,50 MG,TABLET, $1.69 
050443,VORICONAZOLE,200 MG,TABLET, $2.91 
050444,VORICONAZOLE,200 MG,VIAL, $22.85 
050464,ETONOGESTREL/ETHINYL ESTRADIOL,.12-.015MG,VAG RING, $85.73 
050491,MIDODRINE HCL,10 MG,TABLET, $0.32 
050496,BUPROPION HCL,200 MG,TAB SR 12H, $0.15 
050519,AMLODIPINE BESYLATE/BENAZEPRIL,10 MG-20MG,CAPSULE, $0.22 
050582,CALCIUM CARBONATE/VITAMIN D3,600MG-5MCG,CAPSULE, $0.08 
050606,NAPROXEN SODIUM/PSEUDOEPHEDRIN,220-120MG,TAB ER 12H, $0.53 
050622,"PEN NEEDLE, DIABETIC","31 G X1/4""",DIS NEEDLE, $0.12 
050628,URSODIOL,500 MG,TABLET, $1.18 
050631,METOPROLOL TARTRATE,25 MG,TABLET, $0.02 
050676,AMIODARONE HCL,50 MG/ML,VIAL, $0.49 
050712,ESCITALOPRAM OXALATE,10 MG,TABLET, $0.07 
050714,TIOTROPIUM BROMIDE,18 MCG,CAP W/DEV, $10.60 
050760,ESCITALOPRAM OXALATE,20 MG,TABLET, $0.09 
050805,VALSARTAN,40 MG,TABLET, $0.17 
050831,NORGESTIMATE-ETHINYL ESTRADIOL,7DAYSX3 LO,TABLET, $0.39 
050832,CELECOXIB,400 MG,CAPSULE, $0.64 
050890,CALC/MAG/B COMPLEX/D3/HERB 61,,TABLET, $0.08 
050900,"MV,IRON,MINS/DIET.SUP4/DNA/RNA",,CAPSULE, $0.08 
050909,MULTIVIT-MINERALS/FOLIC ACID,1 MG,TABLET, $0.08 
050919,"B COMP,C/ST.JHNWT/P.GIN/S.GIN",150-125-75,TABLET, $0.08 
050937,ADEFOVIR DIPIVOXIL,10 MG,TABLET, $19.89 
050953,OXANDROLONE,10 MG,TABLET, $13.10 
050991,AMOXICILLIN/POTASSIUM CLAV,1000-62.5,TAB ER 12H, $4.42 
051036,EPLERENONE,25 MG,TABLET, $0.36 
051037,EPLERENONE,50 MG,TABLET, $1.04 
051083,MAGNESIUM OXIDE,400 MG,CAPSULE, $0.17 
051112,METAXALONE,800 MG,TABLET, $0.73 
051142,CALCIUM CARBONATE/VITAMIN D3,500 MG-10,TABLET, $0.06 
051165,BROMPHENIRAM/PHENYLEPHRINE/DM,4-10-20/5,LIQUID, $0.03 
051194,GLIPIZIDE/METFORMIN HCL,2.5-250 MG,TABLET, $0.44 
051195,GLIPIZIDE/METFORMIN HCL,2.5-500 MG,TABLET, $0.46 
051196,GLIPIZIDE/METFORMIN HCL,5 MG-500MG,TABLET, $0.46 
051214,EZETIMIBE,10 MG,TABLET, $0.05 
051246,DUTASTERIDE,0.5 MG,CAPSULE, $0.10 
051271,"NIACIN/VIT B2/VITS A,C,E/MIN",6000 UNIT,CAPSULE, $0.08 
051272,"VITS A,C,E/LUTEIN/ZINC/COPPER",7160 UNIT,CAPSULE, $0.08 
051292,INSULIN NPH HUMAN ISOPHANE,100/ML (3),INSULN PEN, $30.60 
051333,ARIPIPRAZOLE,10 MG,TABLET, $0.06 
051334,ARIPIPRAZOLE,15 MG,TABLET, $0.07 
051335,ARIPIPRAZOLE,20 MG,TABLET, $0.08 
051336,ARIPIPRAZOLE,30 MG,TABLET, $0.10 
051469,DIVALPROEX SODIUM,250 MG,TAB ER 24H, $0.27 
051489,ATOMOXETINE HCL,10 MG,CAPSULE, $0.51 
051490,ATOMOXETINE HCL,18 MG,CAPSULE, $0.72 
051491,ATOMOXETINE HCL,25 MG,CAPSULE, $0.74 
051492,ATOMOXETINE HCL,40 MG,CAPSULE, $0.81 
051493,ATOMOXETINE HCL,60 MG,CAPSULE, $0.76 
051512,MONTELUKAST SODIUM,4 MG,GRAN PACK, $1.31 
051582,VIT E/VIT B12/FOLIC AC/VIT B6,0.5-0.8-25,TABLET, $0.08 
051583,GUAIFENESIN,400 MG,TABLET, $0.03 
051610,METHOTREXATE SODIUM/PF,25 MG/ML,VIAL, $1.16 
051623,BENZETHONIUM CHLORIDE,0.1 %,CLEANSER, $0.02 
051639,ZOLMITRIPTAN,5 MG,SPRAY, $77.87 
051640,BUPRENORPHINE HCL/NALOXONE HCL,2 MG-0.5MG,TAB SUBL, $1.39 
051641,BUPRENORPHINE HCL/NALOXONE HCL,8 MG-2 MG,TAB SUBL, $1.13 
051642,ESCITALOPRAM OXALATE,5 MG,TABLET, $0.03 
051653,LANSOPRAZOLE,15 MG,TAB RAP DR, $5.17 
051654,LANSOPRAZOLE,30 MG,TAB RAP DR, $5.17 
051656,TADALAFIL,10 MG,TABLET, $0.39 
051657,TADALAFIL,20 MG,TABLET, $0.34 
051698,ESCITALOPRAM OXALATE,5 MG/5 ML,SOLUTION, $0.29 
051756,DOXYCYCLINE MONOHYDRATE,75 MG,TABLET, $1.00 
051784,ROSUVASTATIN CALCIUM,10 MG,TABLET, $0.05 
051785,ROSUVASTATIN CALCIUM,20 MG,TABLET, $0.05 
051786,ROSUVASTATIN CALCIUM,40 MG,TABLET, $0.09 
051793,AZATHIOPRINE,75 MG,TABLET, $13.57 
051794,AZATHIOPRINE,100 MG,TABLET, $7.55 
051799,RISPERIDONE,1 MG,TAB RAPDIS, $1.05 
051800,RISPERIDONE,2 MG,TAB RAPDIS, $4.00 
051801,DILTIAZEM HCL,120 MG,TAB ER 24H, $2.34 
051802,DILTIAZEM HCL,180 MG,TAB ER 24H, $1.25 
051803,DILTIAZEM HCL,240 MG,TAB ER 24H, $2.13 
051804,DILTIAZEM HCL,300 MG,TAB ER 24H, $2.51 
051805,DILTIAZEM HCL,360 MG,TAB ER 24H, $2.53 
051806,DILTIAZEM HCL,420 MG,TAB ER 24H, $2.84 
051812,AZELAIC ACID,15 %,GEL (GRAM), $1.24 
051820,CYCLOSPORINE,0.05 %,DROPERETTE, $3.68 
051825,CICLOPIROX,1 %,SHAMPOO, $0.46 
051878,SIROLIMUS,2 MG,TABLET, $8.99 
051882,VARDENAFIL HCL,5 MG,TABLET, $18.77 
051883,VARDENAFIL HCL,10 MG,TABLET, $21.00 
051884,VARDENAFIL HCL,20 MG,TABLET, $3.64 
051896,CHLORPHENIRAMINE/PHENYLEPH/DM,4-10-15/5,LIQUID, $0.10 
051911,APREPITANT,80 MG,CAPSULE, $114.91 
051912,APREPITANT,125 MG,CAPSULE, $163.17 
051913,APREPITANT,125MG-80MG,CAP DS PK, $117.75 
051970,MIGLUSTAT,100 MG,CAPSULE, $182.81 
051971,DICLOFENAC SODIUM,1.5 %,DROPS, $0.27 
051983,CLONAZEPAM,0.125 MG,TAB RAPDIS, $1.17 
051984,CLONAZEPAM,0.25 MG,TAB RAPDIS, $1.03 
051985,CLONAZEPAM,0.5 MG,TAB RAPDIS, $1.04 
051986,CLONAZEPAM,1 MG,TAB RAPDIS, $1.20 
051987,CLONAZEPAM,2 MG,TAB RAPDIS, $1.57 
051991,ZOLEDRONIC ACID,4 MG/5 ML,VIAL, $2.90 
052014,"ESMOLOL IN SODIUM CHLORIDE,ISO",2000MG/100,IV SOLN, $2.02 
052049,RISPERIDONE,0.5 MG,TAB RAPDIS, $1.07 
052050,MOXIFLOXACIN HCL,0.5 %,DROPS, $5.24 
052060,"VITS A,C,E/LUTEIN/ZEAXANTH/MIN",,TABLET ER, $0.08 
052080,METFORMIN HCL,750 MG,TAB ER 24H, $0.06 
052086,GEFITINIB,250 MG,TABLET, $126.04 
052119,MYCOPHENOLATE SODIUM,180 MG,TABLET DR, $0.25 
052120,MYCOPHENOLATE SODIUM,360 MG,TABLET DR, $0.49 
052124,BORTEZOMIB,3.5 MG,VIAL, $20.84 
052143,ALPRAZOLAM,3 MG,TAB ER 24H, $0.54 
052162,PROPYLENE GLYCOL/PEG 400,0.3 %-0.4%,DROPS, $0.72 
052182,FA/NIACINAMIDE/CUPRIC OX/ZN OX,0.5-750 MG,TAB MPHASE, $0.08 
052187,BUPIVACAINE HCL/EPINEPHRINE/PF,0.25-.0005,VIAL, $0.49 
052188,BUPIVACAINE HCL/EPINEPHRINE/PF,0.5-1:200K,VIAL, $0.25 
052190,BUPIVACAINE HCL/PF,5 MG/ML,AMPUL, $0.63 
052193,BUPIVACAINE HCL/PF,2.5 MG/ML,VIAL, $0.08 
052194,BUPIVACAINE HCL/PF,5 MG/ML,VIAL, $0.08 
052195,BUPIVACAINE HCL/PF,7.5 MG/ML,VIAL, $0.18 
052199,BUPIVACAINE HCL IN DEXTROSE/PF,0.75 %,AMPUL, $1.97 
052251,MORPHINE SULFATE/PF,0.5 MG/ML,VIAL, $1.35 
052252,MORPHINE SULFATE/PF,1 MG/ML,VIAL, $1.37 
052266,POTASSIUM CHLORIDE-0.45% NACL,20 MEQ/L,IV SOLN, $0.01 
052711,IMATINIB MESYLATE,400 MG,TABLET, $4.61 
052712,IMATINIB MESYLATE,100 MG,TABLET, $1.19 
052713,POTASSIUM CHLORIDE,15 MEQ,TAB ER PRT, $0.09 
052742,MENTHOL,5 %,ADH. PATCH, $0.98 
052743,GLUCOSAMINE SULFATE,750 MG,TABLET, $0.33 
052747,ATAZANAVIR SULFATE,150 MG,CAPSULE, $5.05 
052748,ATAZANAVIR SULFATE,200 MG,CAPSULE, $3.58 
052802,EMTRICITABINE,200 MG,CAPSULE, $18.78 
052830,ESTRADIOL,0.06MG/24H,PATCH TDWK, $13.58 
052831,ESTRADIOL,.0375MG/24,PATCH TDWK, $14.16 
052833,OLMESARTAN/HYDROCHLOROTHIAZIDE,20-12.5 MG,TABLET, $0.14 
052834,OLMESARTAN/HYDROCHLOROTHIAZIDE,40-12.5 MG,TABLET, $0.37 
052835,OLMESARTAN/HYDROCHLOROTHIAZIDE,40 MG-25MG,TABLET, $0.33 
052836,METHSCOPOLAMINE BROMIDE,5 MG,TABLET, $2.70 
052880,CARBIDOPA/LEVODOPA/ENTACAPONE,37.5-150MG,TABLET, $1.19 
052881,CARBIDOPA/LEVODOPA/ENTACAPONE,25-100-200,TABLET, $1.16 
052885,CARBIDOPA/LEVODOPA/ENTACAPONE,12.5-50 MG,TABLET, $1.73 
052898,ARIPIPRAZOLE,5 MG,TABLET, $0.05 
052900,POTASSIUM IODIDE,65 MG,TABLET, $1.32 
052901,CLINDAMYCIN PHOSPHATE,1 %,GEL DAILY, $8.53 
052911,CIPROFLOXACIN HCL/DEXAMETH,0.3 %-0.1%,DROPS SUSP, $14.57 
052934,RISPERIDONE MICROSPHERES,25 MG/2 ML,VIAL, $547.51 
052935,RISPERIDONE MICROSPHERES,37.5MG/2ML,VIAL, $821.17 
052936,RISPERIDONE MICROSPHERES,50 MG/2 ML,VIAL, $988.98 
052943,PALONOSETRON HCL,0.25MG/5ML,VIAL, $2.30 
052944,ROSUVASTATIN CALCIUM,5 MG,TABLET, $0.04 
052960,KETOROLAC TROMETHAMINE,0.4 %,DROPS, $11.95 
052964,VARDENAFIL HCL,2.5 MG,TABLET, $16.35 
053006,BUPROPION HCL,150 MG,TAB ER 24H, $0.11 
053007,BUPROPION HCL,300 MG,TAB ER 24H, $0.13 
053031,LEVETIRACETAM,100 MG/ML,SOLUTION, $0.04 
053055,ISOTRETINOIN,30 MG,CAPSULE, $7.59 
053056,METHYLPHENIDATE HCL,10 MG,CPBP 30-70, $1.79 
053057,METHYLPHENIDATE HCL,20 MG,CPBP 30-70, $2.59 
053058,METHYLPHENIDATE HCL,30 MG,CPBP 30-70, $1.46 
053059,METHYLPHENIDATE HCL,20 MG,CPBP 50-50, $2.45 
053060,METHYLPHENIDATE HCL,30 MG,CPBP 50-50, $2.37 
053061,METHYLPHENIDATE HCL,40 MG,CPBP 50-50, $2.14 
053076,LEVONORGESTREL/ETHIN.ESTRADIOL,0.15-0.03,TBDSPK 3MO, $0.34 
053093,"MULTIVIT,TX WITH IRON,MINERALS",27-0.33MG,TABLET, $0.08 
053150,CARGLUMIC ACID,200 MG,TAB DISPER, $128.87 
053176,FOSAMPRENAVIR CALCIUM,700 MG,TABLET, $15.75 
053181,MULTIVITAMIN/ZINC ASCORBATE,10 MG,CAPSULE, $0.08 
053190,DAPTOMYCIN,500 MG,VIAL, $18.54 
053272,VIT B12/LEVOMEFOLATE/VIT B6/B2,1-6-50-5MG,TABLET, $2.29 
053296,TADALAFIL,5 MG,TABLET, $0.30 
053300,"FERROUS FUM/FOLIC ACID/BCOMP,C",29MG-0.8MG,TABLET, $0.08 
053324,MEMANTINE HCL,5 MG,TABLET, $0.11 
053325,MEMANTINE HCL,5 MG-10 MG,TAB DS PK, $2.25 
053351,METFORMIN HCL,500 MG/5ML,SOLUTION, $0.87 
053367,ZONISAMIDE,25 MG,CAPSULE, $0.18 
053368,ZONISAMIDE,50 MG,CAPSULE, $0.18 
053400,OLANZAPINE/FLUOXETINE HCL,6MG-25MG,CAPSULE, $10.14 
053401,OLANZAPINE/FLUOXETINE HCL,6MG-50MG,CAPSULE, $14.08 
053402,OLANZAPINE/FLUOXETINE HCL,12MG-25MG,CAPSULE, $22.92 
053403,OLANZAPINE/FLUOXETINE HCL,12MG-50MG,CAPSULE, $9.99 
053407,BRIMONIDINE TARTRATE/TIMOLOL,0.2%-0.5%,DROPS, $12.25 
053409,FOLIC ACID,0.8 MG,CAPSULE, $0.06 
053473,EPINASTINE HCL,0.05 %,DROPS, $11.76 
053538,PROPAFENONE HCL,225 MG,CAP ER 12H, $0.49 
053540,PROPAFENONE HCL,325 MG,CAP ER 12H, $1.10 
053541,PROPAFENONE HCL,425 MG,CAP ER 12H, $1.14 
053572,"MULTIVIT,IRON,MIN/GREEN TEA XT",18-0.4-27,TABLET, $0.08 
053574,ALENDRONATE SODIUM,70 MG/75ML,SOLUTION, $0.77 
053582,HYDROCODONE/ACETAMINOPHEN,7.5-325/15,SOLUTION, $0.41 
053600,PEMETREXED DISODIUM,500 MG,VIAL, $51.24 
053632,PERIT. DIALYSIS NO.6-1.5 % DEX,2.5MEQ(CA),IP SOLN, $0.00 
053633,PERITON.DIALYSIS 7-2.5 % DEXTR,2.5MEQ(CA),IP SOLN, $0.00 
053634,PERITON.DIALYSIS 8-4.25 % DEXT,2.5MEQ(CA),IP SOLN, $0.00 
053650,MULTIVIT-MINERALS/FOLIC ACID,0.4 MG,TABLET, $0.08 
053658,PILOCARPINE HCL,7.5 MG,TABLET, $1.17 
053689,AMLODIPINE/ATORVASTATIN,5 MG-10 MG,TABLET, $3.26 
053690,AMLODIPINE/ATORVASTATIN,5 MG-20 MG,TABLET, $3.21 
053691,AMLODIPINE/ATORVASTATIN,5 MG-40 MG,TABLET, $4.37 
053692,AMLODIPINE/ATORVASTATIN,5 MG-80 MG,TABLET, $4.37 
053693,AMLODIPINE/ATORVASTATIN,10 MG-10MG,TABLET, $3.09 
053694,AMLODIPINE/ATORVASTATIN,10 MG-20MG,TABLET, $3.21 
053695,AMLODIPINE/ATORVASTATIN,10 MG-40MG,TABLET, $4.23 
053696,AMLODIPINE/ATORVASTATIN,10 MG-80MG,TABLET, $4.23 
053708,ALOSETRON HCL,0.5 MG,TABLET, $5.63 
053718,ESOMEPRAZOLE SODIUM,40 MG,VIAL, $21.99 
053749,CLOBETASOL PROPIONATE,0.05 %,SHAMPOO, $0.55 
053762,CINACALCET HCL,30 MG,TABLET, $0.32 
053763,CINACALCET HCL,60 MG,TABLET, $1.09 
053764,CINACALCET HCL,90 MG,TABLET, $1.58 
053774,VORICONAZOLE,200 MG/5ML,SUSP RECON, $8.94 
053866,ARGININE/VIT B12/FOLIC ACID/B6,500-2-50,TABLET, $0.08 
053882,MESALAMINE,800 MG,TABLET DR, $6.58 
053936,BENZETHONIUM CHLORIDE,0.13 %,CLEANSER, $0.01 
053974,METHYLPHENIDATE HCL,10 MG,CPBP 50-50, $7.83 
053975,ARSENIC TRIOXIDE,10 MG/10ML,VIAL, $5.21 
053976,OCTREOTIDE ACETATE,50 MCG/ML,VIAL, $3.85 
053977,OCTREOTIDE ACETATE,500 MCG/ML,VIAL, $11.79 
053978,OCTREOTIDE ACETATE,100 MCG/ML,VIAL, $3.67 
053979,BALANCED SALT IRRIG SOLN NO.2,,IRRIG SOLN, $0.03 
053980,CETIRIZINE HCL,5 MG,TAB CHEW, $1.65 
053981,CETIRIZINE HCL,10 MG,TAB CHEW, $1.21 
053994,CLOZAPINE,25 MG,TAB RAPDIS, $2.01 
053995,CLOZAPINE,100 MG,TAB RAPDIS, $5.19 
054007,TERBUTALINE SULFATE,1 MG/ML,VIAL, $2.29 
054009,MIRTAZAPINE,7.5 MG,TABLET, $0.79 
054018,METFORMIN HCL,1000 MG,TAB ER 24, $0.61 
054019,METFORMIN HCL,500 MG,TAB ER 24, $0.79 
054261,HYDROXYCHLOROQUINE SULFATE,100 MG,TABLET, $0.35 
054334,OMEPRAZOLE,20 MG,TABLET DR, $0.48 
054628,ESTRADIOL,1.25 G,GEL MD PMP, $2.83 
054655,CYANOCOBALAMIN/FOLIC AC/VIT B6,2-2.5-25MG,TABLET, $0.19 
054660,AZACITIDINE,100 MG,VIAL, $36.91 
054676,METHYLPHENIDATE HCL,2.5 MG,TAB CHEW, $2.47 
054677,METHYLPHENIDATE HCL,5 MG,TAB CHEW, $3.37 
054678,METHYLPHENIDATE HCL,10 MG,TAB CHEW, $4.49 
054679,METHYLPHENIDATE HCL,5 MG/5 ML,SOLUTION, $0.24 
054680,METHYLPHENIDATE HCL,10 MG/5 ML,SOLUTION, $0.34 
054713,CYANOCOBALAMIN/FOLIC ACID,0.5 MG-1MG,TABLET, $0.19 
057688,SODIUM CHLORIDE/ALOE VERA,,SPRAY, $0.29 
057690,TELMISARTAN/HYDROCHLOROTHIAZID,80 MG-25MG,TABLET, $0.83 
057691,TINIDAZOLE,250 MG,TABLET, $2.86 
057695,FOLIC AC/MULTIVIT-MIN/MINERALS,2 MG,TABLET ER, $0.08 
057754,"SYRINGE,SAFETY WITH NEEDLE,3ML","25GX1""",DISP SYRIN, $0.20 
057755,"SYRINGE,SAFETY WITH NEEDLE,3ML","21 G X 1""",DISP SYRIN, $0.20 
057761,ACTIVATED CHARCOAL/SORBITOL,25 G/120ML,ORAL SUSP, $0.24 
057762,ACTIVATED CHARCOAL/SORBITOL,50G/240ML,ORAL SUSP, $0.19 
057764,ACTIVATED CHARCOAL,25 G/120ML,ORAL SUSP, $0.27 
057765,ACTIVATED CHARCOAL,50G/240ML,ORAL SUSP, $0.16 
057794,"FOLIC ACID/MULTIVIT,IRON,MINER",0.4MG-18MG,TABLET, $0.08 
057799,PREGABALIN,25 MG,CAPSULE, $0.05 
057800,PREGABALIN,50 MG,CAPSULE, $0.05 
057801,PREGABALIN,75 MG,CAPSULE, $0.05 
057802,PREGABALIN,100 MG,CAPSULE, $0.06 
057803,PREGABALIN,150 MG,CAPSULE, $0.07 
057804,PREGABALIN,200 MG,CAPSULE, $0.08 
057805,PREGABALIN,300 MG,CAPSULE, $0.11 
057854,DOXERCALCIFEROL,0.5 MCG,CAPSULE, $11.50 
057859,EZETIMIBE/SIMVASTATIN,10 MG-10MG,TABLET, $0.75 
057863,EZETIMIBE/SIMVASTATIN,10 MG-20MG,TABLET, $0.32 
057864,EZETIMIBE/SIMVASTATIN,10 MG-80MG,TABLET, $0.39 
057865,EZETIMIBE/SIMVASTATIN,10 MG-40MG,TABLET, $0.55 
057874,TESTOSTERONE,12.5/1.25G,GEL MD PMP, $1.94 
057879,LEVALBUTEROL HCL,1.25MG/0.5,VIAL-NEB, $4.42 
057883,EMTRICITABINE/TENOFOVIR (TDF),200-300 MG,TABLET, $0.70 
057891,DULOXETINE HCL,20 MG,CAPSULE DR, $0.13 
057892,DULOXETINE HCL,30 MG,CAPSULE DR, $0.11 
057893,DULOXETINE HCL,60 MG,CAPSULE DR, $0.10 
057896,ABACAVIR SULFATE/LAMIVUDINE,600-300 MG,TABLET, $2.06 
057959,CHLORHEXIDINE GLUCONATE,0.12 %,MOUTHWASH, $0.01 
057982,SOLIFENACIN SUCCINATE,5 MG,TABLET, $0.22 
057983,SOLIFENACIN SUCCINATE,10 MG,TABLET, $0.29 
057987,CARBIDOPA/LEVODOPA,10MG-100MG,TAB RAPDIS, $0.82 
057988,CARBIDOPA/LEVODOPA,25MG-100MG,TAB RAPDIS, $0.92 
057989,CARBIDOPA/LEVODOPA,25MG-250MG,TAB RAPDIS, $1.17 
058005,CEFDINIR,250 MG/5ML,SUSP RECON, $0.23 
058018,CALCIUM CARBONATE/VITAMIN D3,600 MG-10,TABLET, $0.03 
058057,CAPSAICIN,0.1 %,CREAM (G), $0.27 
058069,MULTIVITAMIN/FOLIC ACID/ZINC,0.2MG-10MG,TAB CHEW, $0.08 
058091,MESALAMINE,500 MG,CAPSULE ER, $7.29 
058106,FLUDARABINE PHOSPHATE,50 MG/2 ML,VIAL, $90.00 
058109,AMINOCAPROIC ACID,1000 MG,TABLET, $13.95 
058112,MENTHOL,5.8 MG,LOZENGE, $0.04 
058134,"MULTIVIT WITH CALCIUM,IRON,MIN",18MG-0.4MG,TABLET, $0.08 
058187,"MV INFUS,ADULT 2 WITHOUT VIT K",200-600/10,VIAL, $0.08 
058193,LEVONORGESTREL,1.5 MG,TABLET, $9.98 
058198,"MULTIVIT INFUSION,PEDI 1,VIT K",400-200/5,VIAL, $2.71 
058202,"MULTIVIT INFUSN,ADULT 1,VIT K",200-150/10,VIAL, $0.08 
058238,GALANTAMINE HBR,8 MG,CAP24H PEL, $1.46 
058239,GALANTAMINE HBR,16 MG,CAP24H PEL, $1.62 
058240,GALANTAMINE HBR,24 MG,CAP24H PEL, $1.82 
058285,MULTIVIT-MIN/FOLIC ACID/LUTEIN,0.4MG-250,COMBO. PKG, $0.08 
058289,MULTIVIT-MIN/FOLIC ACID/LUTEIN,0.8MG-250,COMBO. PKG, $0.08 
058308,KETOROLAC TROMETHAMINE,30 MG/ML,SYRINGE, $5.19 
058310,LEVOFLOXACIN,250MG/10ML,SOLUTION, $1.11 
058353,FONDAPARINUX SODIUM,10MG/0.8ML,SYRINGE, $35.99 
058354,FONDAPARINUX SODIUM,5MG/0.4ML,SYRINGE, $85.45 
058355,FONDAPARINUX SODIUM,7.5MG/0.6,SYRINGE, $36.52 
058374,ERLOTINIB HCL,150 MG,TABLET, $3.39 
058375,ERLOTINIB HCL,100 MG,TABLET, $2.99 
058376,ERLOTINIB HCL,25 MG,TABLET, $1.26 
058386,GUAIFENESIN/DEXTROMETHORPHAN,400MG-20MG,TABLET, $0.05 
058390,LANTHANUM CARBONATE,500 MG,TAB CHEW, $6.74 
058392,ANTI-INHIBITOR COAGULANT COMP.,651-1200,VIAL, $2.03 
058393,ANTI-INHIBITOR COAGULANT COMP.,400-650,VIAL, $2.02 
058399,SELENIUM SULFIDE,2.25 %,SHAMPOO, $0.33 
058418,CLINDAMYCIN PHOSPHATE,1 %,FOAM, $3.27 
058432,AMLODIPINE/ATORVASTATIN,2.5MG-10MG,TABLET, $4.52 
058433,AMLODIPINE/ATORVASTATIN,2.5MG-20MG,TABLET, $5.95 
058434,AMLODIPINE/ATORVASTATIN,2.5MG-40MG,TABLET, $5.95 
058479,"FENOFIBRATE,MICRONIZED",43 MG,CAPSULE, $0.77 
058480,"FENOFIBRATE,MICRONIZED",130 MG,CAPSULE, $1.71 
058482,ESZOPICLONE,3 MG,TABLET, $0.17 
058483,ESZOPICLONE,2 MG,TABLET, $0.13 
058484,ESZOPICLONE,1 MG,TABLET, $0.19 
058486,OMEGA-3 ACID ETHYL ESTERS,1 G,CAPSULE, $0.14 
058487,CARBAMAZEPINE,200 MG,CPMP 12HR, $1.35 
058488,CARBAMAZEPINE,300 MG,CPMP 12HR, $1.43 
058489,CARBAMAZEPINE,100 MG,CPMP 12HR, $2.38 
058496,PHENYLEPHRINE HCL,10 MG,TABLET, $0.07 
058516,LAMOTRIGINE,25MG (35),TAB DS PK, $14.85 
058517,LAMOTRIGINE,25(84)-100,TAB DS PK, $14.85 
058518,LAMOTRIGINE,25(42)-100,TAB DS PK, $15.44 
058570,TEMAZEPAM,22.5 MG,CAPSULE, $4.88 
058571,CLOFARABINE,20 MG/20ML,VIAL, $37.63 
058576,DARIFENACIN HYDROBROMIDE,7.5 MG,TAB ER 24H, $1.34 
058577,DARIFENACIN HYDROBROMIDE,15 MG,TAB ER 24H, $1.14 
058590,"NEEDLES, SAFETY","25GX5/8""",DIS NEEDLE, $0.14 
058594,ARIPIPRAZOLE,1 MG/ML,SOLUTION, $0.96 
058624,PACLITAXEL PROTEIN-BOUND,100 MG,VIAL," $1,683.16 "
058653,"MULTIVIT,IRON,MIN/GREEN TEA XT",18-0.4-32,TABLET, $0.08 
058664,HALOPERIDOL LACTATE,5 MG/ML,SYRINGE, $9.30 
058670,SENNA LEAF EXTRACT,176MG/5ML,SYRUP, $0.06 
058687,CALCIUM/MAGNESIUM/ZINC,333-133-5,TABLET, $0.07 
058728,LUTEIN,20 MG,CAPSULE, $0.10 
058778,UBIDEC/MVI THER-MIN/LUT/P.GIN,32-0.4-250,COMBO. PKG, $0.08 
058794,FLUOCINONIDE,0.1 %,CREAM (G), $0.23 
